protocol, port, name
TCP/UDP,1078,eManageCstp
TCP/UDP,1079,ASPROVATalk
TCP/UDP,1080,Socks / W32.Beagle.AB trojan
TCP/UDP,1081,PVUNIWIEN
TCP/UDP,1082,AMT-ESD-PROT
TCP/UDP,1083,Anasoft License Manager
TCP/UDP,1084,Anasoft License Manager
TCP/UDP,1085,Web Objects
TCP/UDP,1086,CPL Scrambler Logging
TCP/UDP,1087,CPL Scrambler Internal
TCP/UDP,1088,CPL Scrambler Alarm Log
TCP/UDP,1089,FF Annunciation
TCP/UDP,1090,FF Fieldbus Message Specification
TCP/UDP,1091,FF System Management
TCP/UDP,1092,OBRPD
TCP/UDP,1093,PROOFD
TCP/UDP,1094,ROOTD
TCP/UDP,1095,NICELink
TCP/UDP,1096,Common Name Resolution Protocol
TCP/UDP,1097,Sun Cluster Manager
TCP/UDP,1098,RMI Activation
TCP/UDP,1099,RMI Registry
TCP/UDP,1100,MCTP
TCP/UDP,1101,PT2-DISCOVER
TCP/UDP,1102,ADOBE SERVER 1
TCP/UDP,1103,ADOBE SERVER 2
TCP/UDP,1104,XRL
TCP/UDP,1105,FTRANHC
TCP/UDP,1106,ISOIPSIGPORT-1
TCP/UDP,1107,ISOIPSIGPORT-2
TCP/UDP,1108,ratio-adp
TCP,1109,Pop with Kerberos
TCP/UDP,1110,Cluster status info
TCP/UDP,1111,LM Social Server
TCP/UDP,1112,Intelligent Communication Protocol
TCP/UDP,1114,Mini SQL
TCP/UDP,1115,ARDUS Transfer
TCP/UDP,1116,ARDUS Control
TCP/UDP,1117,ARDUS Multicast Transfer
TCP/UDP,1123,Murray
TCP,1127,SUP debugging
TCP/UDP,1155,Network File Access
TCP/UDP,1161,Health Polling
TCP/UDP,1162,Health Trap
TCP/UDP,1169,TRIPWIRE
TCP,1178,SKK (kanji input)
TCP/UDP,1180,Millicent Client Proxy
TCP/UDP,1188,HP Web Admin
TCP/UDP,1200,SCOL
TCP/UDP,1201,Nucleus Sand
TCP/UDP,1202,caiccipc
TCP/UDP,1203,License Validation
TCP/UDP,1204,Log Request Listener
TCP/UDP,1205,Accord-MGC
TCP/UDP,1206,Anthony Data
TCP/UDP,1207,MetaSage
TCP/UDP,1208,SEAGULL AIS
TCP/UDP,1209,IPCD3
TCP/UDP,1210,EOSS
TCP/UDP,1211,Groove DPP
TCP/UDP,1212,lupa
TCP/UDP,1213,MPC LIFENET
TCP/UDP,1214,KAZAA (Morpheus)
TCP/UDP,1215,scanSTAT 1.0
TCP/UDP,1216,ETEBAC 5
TCP/UDP,1217,HPSS-NDAPI
TCP/UDP,1218,AeroFlight-ADs
TCP/UDP,1219,AeroFlight-Ret
TCP/UDP,1220,QT SERVER ADMIN
TCP/UDP,1221,SweetWARE Apps
TCP/UDP,1222,SNI R&D network
TCP/UDP,1223,TGP
TCP/UDP,1224,VPNz
TCP/UDP,1225,SLINKYSEARCH
TCP/UDP,1226,STGXFWS
TCP/UDP,1227,DNS2Go
TCP/UDP,1228,FLORENCE
TCP/UDP,1229,Novell ZFS
TCP/UDP,1234,W32.Beagle.Y trojan / Infoseek Search Agent
TCP/UDP,1239,NMSD
TCP,1241,Nessus Daemon / remote message service
TCP,1243,SubSeven (Windows Trojan)
TCP,1245,Subseven backdoor remote access tool
TCP/UDP,1248,hermes
TCP,1270,Microsoft Operations Manager MOM-Encrypted
TCP/UDP,1300,H323 Host Call Secure
TCP/UDP,1310,Husky
TCP/UDP,1311,RxMon
TCP/UDP,1312,STI Envision
TCP/UDP,1313,BMC_PATROLDB
TCP/UDP,1314,Photoscript Distributed Printing System
TCP/UDP,1319,Panja-ICSP
TCP/UDP,1320,Panja-AXBNET
TCP/UDP,1321,PIP
TCP/UDP,1335,Digital Notary Protocol
TCP/UDP,1345,VPJP
TCP/UDP,1346,Alta Analytics License Manager
TCP/UDP,1347,multi media conferencing
TCP/UDP,1348,multi media conferencing
TCP/UDP,1349,Registration Network Protocol
TCP/UDP,1350,Registration Network Protocol
TCP/UDP,1351,Digital Tool Works (MIT)
TCP/UDP,1352,Lotus Notes
TCP/UDP,1353,Relief Consulting
TCP/UDP,1354,RightBrain Software
TCP/UDP,1355,Intuitive Edge
TCP/UDP,1356,CuillaMartin Company
TCP/UDP,1357,Electronic PegBoard
TCP/UDP,1358,CONNLCLI
TCP/UDP,1359,FTSRV
TCP/UDP,1360,MIMER
TCP/UDP,1361,LinX
TCP/UDP,1362,TimeFlies
TCP/UDP,1363,Network DataMover Requester
TCP/UDP,1364,Network DataMover Server
TCP/UDP,1365,Network Software Associates
TCP/UDP,1366,Novell NetWare Comm Service Platform
TCP/UDP,1367,DCS
TCP/UDP,1368,ScreenCast
TCP/UDP,1369,GlobalView to Unix Shell
TCP/UDP,1370,Unix Shell to GlobalView
TCP/UDP,1371,Fujitsu Config Protocol
TCP/UDP,1372,Fujitsu Config Protocol
TCP/UDP,1373,Chromagrafx
TCP/UDP,1374,EPI Software Systems
TCP/UDP,1375,Bytex
TCP/UDP,1376,IBM Person to Person Software
TCP/UDP,1377,Cichlid License Manager
TCP/UDP,1378,Elan License Manager
TCP/UDP,1379,Integrity Solutions
TCP/UDP,1380,Telesis Network License Manager
TCP/UDP,1381,Apple Network License Manager
TCP/UDP,1382,udt_os
TCP/UDP,1383,GW Hannaway Network License Manager
TCP/UDP,1384,Objective Solutions License Manager
TCP/UDP,1385,Atex Publishing License Manager
TCP/UDP,1386,CheckSum License Manager
TCP/UDP,1387,Computer Aided Design Software Inc LM
TCP/UDP,1388,Objective Solutions DataBase Cache
TCP/UDP,1389,Document Manager
TCP/UDP,1390,Storage Controller
TCP/UDP,1391,Storage Access Server
TCP/UDP,1392,Print Manager
TCP/UDP,1393,Network Log Server
TCP/UDP,1394,Network Log Client
TCP/UDP,1395,PC Workstation Manager software
TCP/UDP,1396,DVL Active Mail
TCP/UDP,1397,Audio Active Mail
TCP/UDP,1398,Video Active Mail
TCP/UDP,1399,Cadkey License Manager
TCP/UDP,1400,Cadkey Tablet Daemon
TCP/UDP,1401,Goldleaf License Manager
TCP/UDP,1402,Prospero Resource Manager
TCP/UDP,1403,Prospero Resource Manager
TCP/UDP,1404,Infinite Graphics License Manager
TCP/UDP,1405,IBM Remote Execution Starter
TCP/UDP,1406,NetLabs License Manager
TCP/UDP,1407,DBSA License Manager
TCP/UDP,1408,Sophia License Manager
TCP/UDP,1409,Here License Manager
TCP/UDP,1410,HiQ License Manager
TCP/UDP,1411,AudioFile
TCP/UDP,1412,InnoSys
TCP/UDP,1413,Innosys-ACL
TCP/UDP,1414,IBM MQSeries
TCP/UDP,1415,DBStar
TCP/UDP,1416,Novell LU6.2
TCP/UDP,1417,Timbuktu Service 1 Port
TCP/UDP,1418,Timbuktu Service 2 Port
TCP/UDP,1419,Timbuktu Service 3 Port
TCP/UDP,1420,Timbuktu Service 4 Port
TCP/UDP,1421,Gandalf License Manager
TCP/UDP,1422,Autodesk License Manager
TCP/UDP,1423,Essbase Arbor Software
TCP/UDP,1424,Hybrid Encryption Protocol
TCP/UDP,1425,Zion Software License Manager
TCP/UDP,1426,Satellite-data Acquisition System 1
TCP/UDP,1427,mloadd monitoring tool
TCP/UDP,1428,Informatik License Manager
TCP/UDP,1429,Hypercom NMS
TCP/UDP,1430,Hypercom TPDU
TCP/UDP,1431,Reverse Gossip Transport
TCP/UDP,1432,Blueberry Software License Manager
TCP/UDP,1433,Microsoft-SQL-Server
TCP/UDP,1434,Microsoft-SQL-Monitor
TCP/UDP,1435,IBM CICS
TCP/UDP,1436,Satellite-data Acquisition System 2
TCP/UDP,1437,Tabula
TCP/UDP,1438,Eicon Security Agent/Server
TCP/UDP,1439,Eicon X25/SNA Gateway
TCP/UDP,1440,Eicon Service Location Protocol
TCP/UDP,1441,Cadis License Management
TCP/UDP,1442,Cadis License Management
TCP/UDP,1443,Integrated Engineering Software
TCP/UDP,1444,Marcam License Management
TCP/UDP,1445,Proxima License Manager
TCP/UDP,1446,Optical Research Associates License Manager
TCP/UDP,1447,Applied Parallel Research LM
TCP/UDP,1448,OpenConnect License Manager
TCP/UDP,1449,PEport
TCP/UDP,1450,Tandem Distributed Workbench Facility
TCP/UDP,1451,IBM Information Management
TCP/UDP,1452,GTE Government Systems License Man
TCP/UDP,1453,Genie License Manager
TCP/UDP,1454,interHDL License Manager
TCP/UDP,1455,ESL License Manager
TCP/UDP,1456,DCA
TCP/UDP,1457,Valisys License Manager
TCP/UDP,1458,Nichols Research Corp.
TCP/UDP,1459,Proshare Notebook Application
TCP/UDP,1460,Proshare Notebook Application
TCP/UDP,1461,IBM Wireless LAN
TCP/UDP,1462,World License Manager
TCP/UDP,1463,Nucleus
TCP/UDP,1464,MSL License Manager
TCP/UDP,1465,Pipes Platform
TCP/UDP,1466,Ocean Software License Manager
TCP/UDP,1467,CSDMBASE
TCP/UDP,1468,CSDM
TCP/UDP,1469,Active Analysis Limited License Manager
TCP/UDP,1470,Universal Analytics
TCP/UDP,1471,csdmbase
TCP/UDP,1472,csdm
TCP/UDP,1473,OpenMath
TCP/UDP,1474,Telefinder
TCP/UDP,1475,Taligent License Manager
TCP/UDP,1476,clvm-cfg
TCP/UDP,1477,ms-sna-server
TCP/UDP,1478,ms-sna-base
TCP/UDP,1479,dberegister
TCP/UDP,1480,PacerForum
TCP/UDP,1481,AIRS
TCP/UDP,1482,Miteksys License Manager
TCP/UDP,1483,AFS License Manager
TCP/UDP,1484,Confluent License Manager
TCP/UDP,1485,LANSource
TCP/UDP,1486,nms_topo_serv
TCP/UDP,1487,LocalInfoSrvr
TCP/UDP,1488,DocStor
TCP/UDP,1489,dmdocbroker
TCP/UDP,1490,insitu-conf
TCP/UDP,1491,anynetgateway
TCP/UDP,1492,stone-design-1
TCP/UDP,1493,netmap_lm
TCP/UDP,1494,Citrix/ica
TCP/UDP,1495,cvc
TCP/UDP,1496,liberty-lm
TCP/UDP,1497,rfx-lm
TCP/UDP,1498,Sybase SQL Any
TCP/UDP,1499,Federico Heinz Consultora
TCP/UDP,1500,VLSI License Manager
TCP/UDP,1501,Satellite-data Acquisition System 3
TCP/UDP,1502,Shiva
TCP/UDP,1503,MS Netmeeting / T.120 / Databeam
TCP/UDP,1504,EVB Software Engineering License Manager
TCP/UDP,1505,Funk Software Inc.
TCP/UDP,1506,Universal Time daemon (utcd)
TCP/UDP,1507,symplex
TCP/UDP,1508,diagmond
TCP/UDP,1509,Robcad Ltd. License Manager
TCP/UDP,1510,Midland Valley Exploration Ltd. Lic. Man.
TCP/UDP,1511,3l-l1
TCP/UDP,1512,Microsoft's Windows Internet Name Service
TCP/UDP,1513,Fujitsu Systems Business of America Inc
TCP/UDP,1514,Fujitsu Systems Business of America Inc
TCP/UDP,1515,ifor-protocol
TCP/UDP,1516,Virtual Places Audio data
TCP/UDP,1517,Virtual Places Audio control
TCP/UDP,1518,Virtual Places Video data
TCP/UDP,1519,Virtual Places Video control
TCP/UDP,1520,atm zip office
TCP/UDP,1521,Oracle8i Listener / nCube License Manager
TCP/UDP,1522,Ricardo North America License Manager
TCP/UDP,1523,cichild
TCP/UDP,1524,dtspcd / ingres
TCP/UDP,1525,Oracle / Prospero Directory Service non-priv
TCP/UDP,1526,Prospero Data Access Prot non-priv
TCP/UDP,1527,oracle
TCP/UDP,1528,micautoreg
TCP/UDP,1529,oracle
TCP/UDP,1530,Oracle ExtProc (PLSExtProc) / rap-service
TCP/UDP,1531,rap-listen
TCP/UDP,1532,miroconnect
TCP/UDP,1533,Virtual Places Software
TCP/UDP,1534,micromuse-lm
TCP/UDP,1535,ampr-info
TCP/UDP,1536,ampr-inter
TCP/UDP,1537,isi-lm
TCP/UDP,1538,3ds-lm
TCP/UDP,1539,Intellistor License Manager
TCP/UDP,1540,rds
TCP/UDP,1541,rds2
TCP/UDP,1542,gridgen-elmd
TCP/UDP,1543,simba-cs
TCP/UDP,1544,aspeclmd
TCP/UDP,1545,vistium-share
TCP/UDP,1546,abbaccuray
TCP/UDP,1547,laplink
TCP/UDP,1548,Axon License Manager
TCP/UDP,1549,Shiva Hose
TCP/UDP,1550,Image Storage license manager 3M Company
TCP/UDP,1551,HECMTL-DB
TCP/UDP,1552,pciarray
TCP/UDP,1553,sna-cs
TCP/UDP,1554,CACI Products Company License Manager
TCP/UDP,1555,livelan
TCP/UDP,1556,AshWin CI Tecnologies
TCP/UDP,1557,ArborText License Manager
TCP/UDP,1558,xingmpeg
TCP/UDP,1559,web2host
TCP/UDP,1560,asci-val
TCP/UDP,1561,facilityview
TCP/UDP,1562,pconnectmgr
TCP/UDP,1563,Cadabra License Manager
TCP/UDP,1564,Pay-Per-View
TCP/UDP,1565,WinDD
TCP/UDP,1566,CORELVIDEO
TCP/UDP,1567,jlicelmd
TCP/UDP,1568,tsspmap
TCP/UDP,1569,ets
TCP/UDP,1570,orbixd
TCP/UDP,1571,Oracle Remote Data Base
TCP/UDP,1572,Chipcom License Manager
TCP/UDP,1573,itscomm-ns
TCP/UDP,1574,mvel-lm
TCP/UDP,1575,oraclenames
TCP/UDP,1576,moldflow-lm
TCP/UDP,1577,hypercube-lm
TCP/UDP,1578,Jacobus License Manager
TCP/UDP,1579,ioc-sea-lm
TCP/UDP,1580,tn-tl-r1
TCP/UDP,1581,MIL-2045-47001
TCP/UDP,1582,MSIMS
TCP/UDP,1583,simbaexpress
TCP/UDP,1584,tn-tl-fd2
TCP/UDP,1585,intv
TCP/UDP,1586,ibm-abtact
TCP/UDP,1587,pra_elmd
TCP/UDP,1588,triquest-lm
TCP/UDP,1589,VQP
TCP/UDP,1590,gemini-lm
TCP/UDP,1591,ncpm-pm
TCP/UDP,1592,commonspace
TCP/UDP,1593,mainsoft-lm
TCP/UDP,1594,sixtrak
TCP/UDP,1595,radio
TCP/UDP,1596,radio-sm
TCP/UDP,1597,orbplus-iiop
TCP/UDP,1598,picknfs
TCP/UDP,1599,simbaservices
TCP/UDP,1600,Bofra-A worm / issd
TCP/UDP,1601,aas
TCP/UDP,1602,inspect
TCP/UDP,1603,pickodbc
TCP/UDP,1604,icabrowser
TCP/UDP,1605,Salutation Manager (Salutation Protocol)
TCP/UDP,1606,Salutation Manager (SLM-API)
TCP/UDP,1607,stt
TCP/UDP,1608,Smart Corp. License Manager
TCP/UDP,1609,isysg-lm
TCP/UDP,1610,taurus-wh
TCP/UDP,1611,Inter Library Loan
TCP/UDP,1612,NetBill Transaction Server
TCP/UDP,1613,NetBill Key Repository
TCP/UDP,1614,NetBill Credential Server
TCP/UDP,1615,NetBill Authorization Server
TCP/UDP,1616,NetBill Product Server
TCP/UDP,1617,Nimrod Inter-Agent Communication
TCP/UDP,1618,skytelnet
TCP/UDP,1619,xs-openstorage
TCP/UDP,1620,faxportwinport
TCP/UDP,1621,softdataphone
TCP/UDP,1622,ontime
TCP/UDP,1623,jaleosnd
TCP/UDP,1624,udp-sr-port
TCP/UDP,1625,svs-omagent
TCP/UDP,1626,Shockwave
TCP/UDP,1627,T.128 Gateway
TCP/UDP,1628,LonTalk normal
TCP/UDP,1629,LonTalk urgent
TCP/UDP,1630,Oracle Net8 Cman
TCP/UDP,1631,Visit view
TCP/UDP,1632,PAMMRATC
TCP/UDP,1633,PAMMRPC
TCP/UDP,1634,Log On America Probe
TCP/UDP,1635,EDB Server 1
TCP/UDP,1636,CableNet Control Protocol
TCP/UDP,1637,CableNet Admin Protocol
TCP/UDP,1638,Bofra-A worm / CableNet Info Protocol
TCP/UDP,1639,cert-initiator
TCP/UDP,1640,cert-responder
TCP/UDP,1641,InVision
TCP/UDP,1642,isis-am
TCP/UDP,1643,isis-ambc
TCP/UDP,1644,Satellite-data Acquisition System 4
TCP/UDP,1645,datametrics
TCP/UDP,1646,sa-msg-port
TCP/UDP,1647,rsap
TCP/UDP,1648,concurrent-lm
TCP/UDP,1649,kermit
TCP/UDP,1650,nkd
TCP/UDP,1651,shiva_confsrvr
TCP/UDP,1652,xnmp
TCP/UDP,1653,alphatech-lm
TCP/UDP,1654,stargatealerts
TCP/UDP,1655,dec-mbadmin
TCP/UDP,1656,dec-mbadmin-h
TCP/UDP,1657,fujitsu-mmpdc
TCP/UDP,1658,sixnetudr
TCP/UDP,1659,Silicon Grail License Manager
TCP/UDP,1660,skip-mc-gikreq
TCP/UDP,1661,netview-aix-1
TCP/UDP,1662,netview-aix-2
TCP/UDP,1663,netview-aix-3
TCP/UDP,1664,netview-aix-4
TCP/UDP,1665,netview-aix-5
TCP/UDP,1666,netview-aix-6
TCP/UDP,1667,netview-aix-7
TCP/UDP,1668,netview-aix-8
TCP/UDP,1669,netview-aix-9
TCP/UDP,1670,netview-aix-10
TCP/UDP,1671,netview-aix-11
TCP/UDP,1672,netview-aix-12
TCP/UDP,1673,Intel Proshare Multicast
TCP/UDP,1674,Intel Proshare Multicast
TCP/UDP,1675,Pacific Data Products
TCP/UDP,1676,netcomm1
TCP/UDP,1677,groupwise
TCP/UDP,1678,prolink
TCP/UDP,1679,darcorp-lm
TCP/UDP,1680,microcom-sbp
TCP/UDP,1681,sd-elmd
TCP/UDP,1682,lanyon-lantern
TCP/UDP,1683,ncpm-hip
TCP/UDP,1684,SnareSecure
TCP/UDP,1685,n2nremote
TCP/UDP,1686,cvmon
TCP/UDP,1687,nsjtp-ctrl
TCP/UDP,1688,nsjtp-data
TCP/UDP,1689,firefox
TCP/UDP,1690,ng-umds
TCP/UDP,1691,empire-empuma
TCP/UDP,1692,sstsys-lm
TCP/UDP,1693,rrirtr
TCP/UDP,1694,rrimwm
TCP/UDP,1695,rrilwm
TCP/UDP,1696,rrifmm
TCP/UDP,1697,rrisat
TCP/UDP,1698,RSVP-ENCAPSULATION-1
TCP/UDP,1699,RSVP-ENCAPSULATION-2
TCP/UDP,1700,mps-raft
TCP/UDP,1701,l2tp / AOL
TCP/UDP,1702,deskshare
TCP/UDP,1703,hb-engine
TCP/UDP,1704,bcs-broker
TCP/UDP,1705,slingshot
TCP/UDP,1706,jetform
TCP/UDP,1707,vdmplay
TCP/UDP,1708,gat-lmd
TCP/UDP,1709,centra
TCP/UDP,1710,impera
TCP/UDP,1711,pptconference
TCP/UDP,1712,resource monitoring service
TCP/UDP,1713,ConferenceTalk
TCP/UDP,1714,sesi-lm
TCP/UDP,1715,houdini-lm
TCP/UDP,1716,xmsg
TCP/UDP,1717,fj-hdnet
TCP/UDP,1718,h323gatedisc
TCP/UDP,1719,h323gatestat
TCP/UDP,1720,h323hostcall
TCP/UDP,1721,caicci
TCP/UDP,1722,HKS License Manager
TCP/UDP,1723,pptp
TCP/UDP,1724,csbphonemaster
TCP/UDP,1725,iden-ralp
TCP/UDP,1726,IBERIAGAMES
TCP/UDP,1727,winddx
TCP/UDP,1728,TELINDUS
TCP/UDP,1729,CityNL License Management
TCP/UDP,1730,roketz
TCP/UDP,1731,MS Netmeeting / Audio call control / MSICCP
TCP/UDP,1732,proxim
TCP/UDP,1733,SIMS - SIIPAT Protocol for Alarm Transmission
TCP/UDP,1734,Camber Corporation License Management
TCP/UDP,1735,PrivateChat
TCP/UDP,1736,street-stream
TCP/UDP,1737,ultimad
TCP/UDP,1738,GameGen1
TCP/UDP,1739,webaccess
TCP/UDP,1740,encore
TCP/UDP,1741,cisco-net-mgmt
TCP/UDP,1742,3Com-nsd
TCP/UDP,1743,Cinema Graphics License Manager
TCP/UDP,1744,ncpm-ft
TCP/UDP,1745,ISA Server proxy autoconfig / Remote Winsock
TCP/UDP,1746,ftrapid-1
TCP/UDP,1747,ftrapid-2
TCP/UDP,1748,oracle-em1
TCP/UDP,1749,aspen-services
TCP/UDP,1750,Simple Socket Library's PortMaster
TCP/UDP,1751,SwiftNet
TCP/UDP,1752,Leap of Faith Research License Manager
TCP/UDP,1753,Translogic License Manager
TCP/UDP,1754,oracle-em2
TCP/UDP,1755,Microsoft Streaming Server
TCP/UDP,1756,capfast-lmd
TCP/UDP,1757,cnhrp
TCP/UDP,1758,tftp-mcast
TCP/UDP,1759,SPSS License Manager
TCP/UDP,1760,www-ldap-gw
TCP/UDP,1761,cft-0
TCP/UDP,1762,cft-1
TCP/UDP,1763,cft-2
TCP/UDP,1764,cft-3
TCP/UDP,1765,cft-4
TCP/UDP,1766,cft-5
TCP/UDP,1767,cft-6
TCP/UDP,1768,cft-7
TCP/UDP,1769,bmc-net-adm
TCP/UDP,1770,bmc-net-svc
TCP/UDP,1771,vaultbase
TCP/UDP,1772,EssWeb Gateway
TCP/UDP,1773,KMSControl
TCP/UDP,1774,global-dtserv
TCP/UDP,1776,Federal Emergency Management Information System
TCP/UDP,1777,powerguardian
TCP/UDP,1778,prodigy-internet
TCP/UDP,1779,pharmasoft
TCP/UDP,1780,dpkeyserv
TCP/UDP,1781,answersoft-lm
TCP/UDP,1782,HP JetSend
TCP/UDP,1783,Port 04/14/00 fujitsu.co.jp
TCP/UDP,1784,Finle License Manager
TCP/UDP,1785,Wind River Systems License Manager
TCP/UDP,1786,funk-logger
TCP/UDP,1787,funk-license
TCP/UDP,1788,psmond
TCP/UDP,1789,hello
TCP/UDP,1790,Narrative Media Streaming Protocol
TCP/UDP,1791,EA1
TCP/UDP,1792,ibm-dt-2
TCP/UDP,1793,rsc-robot
TCP/UDP,1794,cera-bcm
TCP/UDP,1795,dpi-proxy
TCP/UDP,1796,Vocaltec Server Administration
TCP/UDP,1797,UMA
TCP/UDP,1798,Event Transfer Protocol
TCP/UDP,1799,NETRISK
TCP/UDP,1800,ANSYS-License manager
TCP/UDP,1801,Microsoft Message Queuing
TCP/UDP,1802,ConComp1
TCP/UDP,1803,HP-HCIP-GWY
TCP/UDP,1804,ENL
TCP/UDP,1805,ENL-Name
TCP/UDP,1806,Musiconline
TCP/UDP,1807,Fujitsu Hot Standby Protocol
TCP/UDP,1808,Oracle-VP2
TCP/UDP,1809,Oracle-VP1
TCP/UDP,1810,Jerand License Manager
TCP/UDP,1811,Scientia-SDB
TCP/UDP,1812,RADIUS
TCP/UDP,1813,RADIUS Accounting / HackTool.SkSocket
TCP/UDP,1814,TDP Suite
TCP/UDP,1815,MMPFT
TCP/UDP,1816,HARP
TCP/UDP,1817,RKB-OSCS
TCP/UDP,1818,Enhanced Trivial File Transfer Protocol
TCP/UDP,1819,Plato License Manager
TCP/UDP,1820,mcagent
TCP/UDP,1821,donnyworld
TCP/UDP,1822,es-elmd
TCP/UDP,1823,Unisys Natural Language License Manager
TCP/UDP,1824,metrics-pas
TCP/UDP,1825,DirecPC Video
TCP/UDP,1826,ARDT
TCP/UDP,1827,ASI
TCP/UDP,1828,itm-mcell-u
TCP/UDP,1829,Optika eMedia
TCP/UDP,1830,Oracle Net8 CMan Admin
TCP/UDP,1831,Myrtle
TCP/UDP,1832,ThoughtTreasure
TCP/UDP,1833,udpradio
TCP/UDP,1834,ARDUS Unicast
TCP/UDP,1835,ARDUS Multicast
TCP/UDP,1836,ste-smsc
TCP/UDP,1837,csoft1
TCP/UDP,1838,TALNET
TCP/UDP,1839,netopia-vo1
TCP/UDP,1840,netopia-vo2
TCP/UDP,1841,netopia-vo3
TCP/UDP,1842,netopia-vo4
TCP/UDP,1843,netopia-vo5
TCP/UDP,1844,DirecPC-DLL
TCP/UDP,1850,GSI
TCP/UDP,1851,ctcd
TCP/UDP,1860,SunSCALAR Services
TCP/UDP,1861,LeCroy VICP
TCP/UDP,1862,techra-server
TCP/UDP,1863,MSN Messenger
TCP/UDP,1864,Paradym 31 Port
TCP/UDP,1865,ENTP
TCP/UDP,1870,SunSCALAR DNS Service
TCP/UDP,1871,Cano Central 0
TCP/UDP,1872,Cano Central 1
TCP/UDP,1873,Fjmpjps
TCP/UDP,1874,Fjswapsnp
TCP/UDP,1881,IBM MQSeries
TCP/UDP,1895,Vista 4GL
TCP/UDP,1899,MC2Studios
TCP/UDP,1900,SSDP
TCP/UDP,1901,Fujitsu ICL Terminal Emulator Program A
TCP/UDP,1902,Fujitsu ICL Terminal Emulator Program B
TCP/UDP,1903,Local Link Name Resolution
TCP/UDP,1904,Fujitsu ICL Terminal Emulator Program C
TCP/UDP,1905,Secure UP.Link Gateway Protocol
TCP/UDP,1906,TPortMapperReq
TCP/UDP,1907,IntraSTAR
TCP/UDP,1908,Dawn
TCP/UDP,1909,Global World Link
TCP/UDP,1910,ultrabac
TCP/UDP,1911,Starlight Networks Multimedia Transport Protocol
TCP/UDP,1912,rhp-iibp
TCP/UDP,1913,armadp
TCP/UDP,1914,Elm-Momentum
TCP/UDP,1915,FACELINK
TCP/UDP,1916,Persoft Persona
TCP/UDP,1917,nOAgent
TCP/UDP,1918,Candle Directory Service - NDS
TCP/UDP,1919,Candle Directory Service - DCH
TCP/UDP,1920,Candle Directory Service - FERRET
TCP/UDP,1921,NoAdmin
TCP/UDP,1922,Tapestry
TCP/UDP,1923,SPICE
TCP/UDP,1924,XIIP
TCP/UDP,1930,Drive AppServer
TCP/UDP,1931,AMD SCHED
TCP/UDP,1944,close-combat
TCP/UDP,1945,dialogic-elmd
TCP/UDP,1946,tekpls
TCP/UDP,1947,hlserver
TCP/UDP,1948,eye2eye
TCP/UDP,1949,ISMA Easdaq Live
TCP/UDP,1950,ISMA Easdaq Test
TCP/UDP,1951,bcs-lmserver
TCP/UDP,1952,mpnjsc
TCP/UDP,1953,Rapid Base
TCP/UDP,1961,BTS APPSERVER
TCP/UDP,1962,BIAP-MP
TCP/UDP,1963,WebMachine
TCP/UDP,1964,SOLID E ENGINE
TCP/UDP,1965,Tivoli NPM
TCP/UDP,1966,Slush
TCP/UDP,1967,SNS Quote
TCP/UDP,1972,Cache
TCP/UDP,1973,Data Link Switching Remote Access Protocol
TCP/UDP,1974,DRP
TCP/UDP,1975,TCO Flash Agent
TCP/UDP,1976,TCO Reg Agent
TCP/UDP,1977,TCO Address Book
TCP/UDP,1978,UniSQL
TCP/UDP,1979,UniSQL Java
TCP/UDP,1984,BB
TCP/UDP,1985,Hot Standby Router Protocol
TCP/UDP,1986,cisco license management
TCP/UDP,1987,cisco RSRB Priority 1 port
TCP/UDP,1988,cisco RSRB Priority 2 port
TCP/UDP,1989,MHSnet system
TCP/UDP,1990,cisco STUN Priority 1 port
TCP/UDP,1991,cisco STUN Priority 2 port
TCP/UDP,1992,IPsendmsg
TCP/UDP,1993,cisco SNMP TCP port
TCP/UDP,1994,cisco serial tunnel port
TCP/UDP,1995,cisco perf port
TCP/UDP,1996,cisco Remote SRB port
TCP/UDP,1997,cisco Gateway Discovery Protocol
TCP/UDP,1998,cisco X.25 service (XOT)
TCP/UDP,1999,cisco identification port / SubSeven (Windows Trojan) / Backdoor (Windows Trojan)
TCP/UDP,2000,Remotely Anywhere / VIA NET.WORKS PostOffice Plus
TCP/UDP,2001,Cisco mgmt / Remotely Anywhere
TCP/UDP,2002,globe
TCP,2003,GNU finger
TCP/UDP,2004,mailbox
TCP/UDP,2005,encrypted symmetric telnet/login
TCP/UDP,2006,invokator
TCP/UDP,2007,dectalk
TCP/UDP,2008,conf
TCP/UDP,2009,news
TCP/UDP,2010,search
TCP/UDP,2011,raid
TCP/UDP,2012,ttyinfo
TCP/UDP,2013,raid-am
TCP/UDP,2014,troff
TCP/UDP,2015,cypress
TCP/UDP,2016,bootserver
TCP/UDP,2017,cypress-stat
TCP/UDP,2018,terminaldb
TCP/UDP,2019,whosockami
TCP/UDP,2020,xinupageserver
TCP/UDP,2021,servexec
TCP/UDP,2022,down
TCP/UDP,2023,xinuexpansion3
TCP/UDP,2024,xinuexpansion4
TCP/UDP,2025,ellpack
TCP/UDP,2026,scrabble
TCP/UDP,2027,shadowserver
TCP/UDP,2028,submitserver
TCP/UDP,2030,device2
TCP/UDP,2032,blackboard
TCP/UDP,2033,glogger
TCP/UDP,2034,scoremgr
TCP/UDP,2035,imsldoc
TCP/UDP,2038,objectmanager
TCP/UDP,2040,lam
