protocol, port, name
TCP/UDP,2041,W32.Korgo Worm / interbase
TCP/UDP,2042,isis
TCP/UDP,2043,isis-bcast
TCP/UDP,2044,rimsl
TCP/UDP,2045,cdfunc
TCP/UDP,2046,sdfunc
TCP/UDP,2047,dls
TCP/UDP,2048,dls-monitor
TCP/UDP,2049,Network File System - Sun Microsystems
TCP,2053,Kerberos de-multiplexer
TCP,2054,distrib-net
TCP/UDP,2065,Data Link Switch Read Port Number
TCP/UDP,2067,Data Link Switch Write Port Number
TCP,2080,Wingate
TCP/UDP,2090,Load Report Protocol
TCP/UDP,2091,PRP
TCP/UDP,2092,Descent 3
TCP/UDP,2093,NBX CC
TCP/UDP,2094,NBX AU
TCP/UDP,2095,NBX SER
TCP/UDP,2096,NBX DIR
TCP/UDP,2097,Jet Form Preview
TCP/UDP,2098,Dialog Port
TCP/UDP,2099,H.225.0 Annex G
TCP/UDP,2100,amiganetfs
TCP/UDP,2101,Microsoft Message Queuing / rtcm-sc104
TCP/UDP,2102,Zephyr server
TCP/UDP,2103,Microsoft Message Queuing RPC / Zephyr serv-hm connection
TCP/UDP,2104,Zephyr hostmanager
TCP/UDP,2105,Microsoft Message Queuing RPC / MiniPay
TCP/UDP,2106,MZAP
TCP/UDP,2107,Microsoft Message Queuing Management / BinTec Admin
TCP/UDP,2108,Comcam
TCP/UDP,2109,Ergolight
TCP/UDP,2110,UMSP
TCP/UDP,2111,DSATP
TCP/UDP,2112,Idonix MetaNet
TCP/UDP,2113,HSL StoRM
TCP/UDP,2114,NEWHEIGHTS
TCP/UDP,2115,KDM / Bugs (Windows Trojan)
TCP/UDP,2116,CCOWCMR
TCP/UDP,2117,MENTACLIENT
TCP/UDP,2118,MENTASERVER
TCP/UDP,2119,GSIGATEKEEPER
TCP/UDP,2120,Quick Eagle Networks CP
TCP/UDP,2121,CCProxy FTP / SCIENTIA-SSDB
TCP/UDP,2122,CauPC Remote Control
TCP/UDP,2123,GTP-Control Plane (3GPP)
TCP/UDP,2124,ELATELINK
TCP/UDP,2125,LOCKSTEP
TCP/UDP,2126,PktCable-COPS
TCP/UDP,2127,INDEX-PC-WB
TCP/UDP,2128,Net Steward Control
TCP/UDP,2129,cs-live.com
TCP/UDP,2130,SWC-XDS
TCP/UDP,2131,Avantageb2b
TCP/UDP,2132,AVAIL-EPMAP
TCP/UDP,2133,ZYMED-ZPP
TCP/UDP,2134,AVENUE
TCP/UDP,2135,Grid Resource Information Server
TCP/UDP,2136,APPWORXSRV
TCP/UDP,2137,CONNECT
TCP/UDP,2138,UNBIND-CLUSTER
TCP/UDP,2139,IAS-AUTH
TCP/UDP,2140,IAS-REG
TCP/UDP,2141,IAS-ADMIND
TCP/UDP,2142,TDM-OVER-IP
TCP/UDP,2143,Live Vault Job Control
TCP/UDP,2144,Live Vault Fast Object Transfer
TCP/UDP,2145,Live Vault Remote Diagnostic Console Support
TCP/UDP,2146,Live Vault Admin Event Notification
TCP/UDP,2147,Live Vault Authentication
TCP/UDP,2148,VERITAS UNIVERSAL COMMUNICATION LAYER
TCP/UDP,2149,ACPTSYS
TCP/UDP,2150,DYNAMIC3D
TCP/UDP,2151,DOCENT
TCP/UDP,2152,GTP-User Plane (3GPP)
TCP/UDP,2165,X-Bone API
TCP/UDP,2166,IWSERVER
TCP/UDP,2180,Millicent Vendor Gateway Server
TCP/UDP,2181,eforward
TCP/UDP,2190,TiVoConnect Beacon
TCP/UDP,2191,TvBus Messaging
TCP/UDP,2200,ICI
TCP/UDP,2201,Advanced Training System Program
TCP/UDP,2202,Int. Multimedia Teleconferencing Cosortium
TCP/UDP,2213,Kali
TCP/UDP,2220,Ganymede
TCP/UDP,2221,Rockwell CSP1
TCP/UDP,2222,Rockwell CSP2
TCP/UDP,2223,Rockwell CSP3
TCP/UDP,2232,IVS Video default
TCP/UDP,2233,INFOCRYPT
TCP/UDP,2234,DirectPlay
TCP/UDP,2235,Sercomm-WLink
TCP/UDP,2236,Nani
TCP/UDP,2237,Optech Port1 License Manager
TCP/UDP,2238,AVIVA SNA SERVER
TCP/UDP,2239,Image Query
TCP/UDP,2240,RECIPe
TCP/UDP,2241,IVS Daemon
TCP/UDP,2242,Folio Remote Server
TCP/UDP,2243,Magicom Protocol
TCP/UDP,2244,NMS Server
TCP/UDP,2245,HaO
TCP/UDP,2279,xmquery
TCP/UDP,2280,LNVPOLLER
TCP/UDP,2281,LNVCONSOLE
TCP/UDP,2282,LNVALARM
TCP/UDP,2283,Dumaru.Y (Windows trojan) / LNVSTATUS
TCP/UDP,2284,LNVMAPS
TCP/UDP,2285,LNVMAILMON
TCP/UDP,2286,NAS-Metering
TCP/UDP,2287,DNA
TCP/UDP,2288,NETML
TCP/UDP,2294,Konshus License Manager (FLEX)
TCP/UDP,2295,Advant License Manager
TCP/UDP,2296,Theta License Manager (Rainbow)
TCP/UDP,2297,D2K DataMover 1
TCP/UDP,2298,D2K DataMover 2
TCP/UDP,2299,PC Telecommute
TCP/UDP,2300,CVMMON
TCP/UDP,2301,Compaq HTTP
TCP/UDP,2302,Bindery Support
TCP/UDP,2303,Proxy Gateway
TCP/UDP,2304,Attachmate UTS
TCP/UDP,2305,MT ScaleServer
TCP/UDP,2306,TAPPI BoxNet
TCP/UDP,2307,pehelp
TCP/UDP,2308,sdhelp
TCP/UDP,2309,SD Server
TCP/UDP,2310,SD Client
TCP/UDP,2311,Message Service
TCP/UDP,2313,IAPP (Inter Access Point Protocol)
TCP/UDP,2314,CR WebSystems
TCP/UDP,2315,Precise Sft.
TCP/UDP,2316,SENT License Manager
TCP/UDP,2317,Attachmate G32
TCP/UDP,2318,Cadence Control
TCP/UDP,2319,InfoLibria
TCP/UDP,2320,Siebel NS
TCP/UDP,2321,RDLAP over UDP
TCP/UDP,2322,ofsd
TCP/UDP,2323,3d-nfsd
TCP/UDP,2324,Cosmocall
TCP/UDP,2325,Design Space License Management
TCP/UDP,2326,IDCP
TCP/UDP,2327,xingcsm
TCP/UDP,2328,Netrix SFTM
TCP/UDP,2329,NVD
TCP/UDP,2330,TSCCHAT
TCP/UDP,2331,AGENTVIEW
TCP/UDP,2332,RCC Host
TCP/UDP,2333,SNAPP
TCP/UDP,2334,ACE Client Auth
TCP/UDP,2335,ACE Proxy
TCP/UDP,2336,Apple UG Control
TCP/UDP,2337,ideesrv
TCP/UDP,2338,Norton Lambert
TCP/UDP,2339,3Com WebView
TCP/UDP,2340,WRS Registry
TCP/UDP,2341,XIO Status
TCP/UDP,2342,Seagate Manage Exec
TCP/UDP,2343,nati logos
TCP/UDP,2344,fcmsys
TCP/UDP,2345,dbm
TCP/UDP,2346,Game Connection Port
TCP/UDP,2347,Game Announcement and Location
TCP/UDP,2348,Information to query for game status
TCP/UDP,2349,Diagnostics Port
TCP/UDP,2350,psbserver
TCP/UDP,2351,psrserver
TCP/UDP,2352,pslserver
TCP/UDP,2353,pspserver
TCP/UDP,2354,psprserver
TCP/UDP,2355,psdbserver
TCP/UDP,2356,GXT License Managemant
TCP/UDP,2357,UniHub Server
TCP/UDP,2358,Futrix
TCP/UDP,2359,FlukeServer
TCP/UDP,2360,NexstorIndLtd
TCP/UDP,2361,TL1
TCP/UDP,2362,digiman
TCP/UDP,2363,Media Central NFSD
TCP/UDP,2364,OI-2000
TCP/UDP,2365,dbref
TCP/UDP,2366,qip-login
TCP/UDP,2367,Service Control
TCP/UDP,2368,OpenTable
TCP/UDP,2369,ACS2000 DSP
TCP/UDP,2370,L3-HBMon
TCP/UDP,2381,Compaq HTTPS
TCP/UDP,2382,Microsoft OLAP
TCP/UDP,2383,Microsoft OLAP
TCP/UDP,2384,SD-REQUEST
TCP/UDP,2389,OpenView Session Mgr
TCP/UDP,2390,RSMTP
TCP/UDP,2391,3COM Net Management
TCP/UDP,2392,Tactical Auth
TCP/UDP,2393,MS OLAP 1
TCP/UDP,2394,MS OLAP 2
TCP/UDP,2395,LAN900 Remote
TCP/UDP,2396,Wusage
TCP/UDP,2397,NCL
TCP/UDP,2398,Orbiter
TCP/UDP,2399,FileMaker Inc. - Data Access Layer
TCP/UDP,2400,OpEquus Server
TCP/UDP,2401,cvspserver
TCP/UDP,2402,TaskMaster 2000 Server
TCP/UDP,2403,TaskMaster 2000 Web
TCP/UDP,2404,IEC870-5-104
TCP/UDP,2405,TRC Netpoll
TCP/UDP,2406,JediServer
TCP/UDP,2407,Orion
TCP/UDP,2408,OptimaNet
TCP/UDP,2409,SNS Protocol
TCP/UDP,2410,VRTS Registry
TCP/UDP,2411,Netwave AP Management
TCP/UDP,2412,CDN
TCP/UDP,2413,orion-rmi-reg
TCP/UDP,2414,Interlingua
TCP/UDP,2415,COMTEST
TCP/UDP,2416,RMT Server
TCP/UDP,2417,Composit Server
TCP/UDP,2418,cas
TCP/UDP,2419,Attachmate S2S
TCP/UDP,2420,DSL Remote Management
TCP/UDP,2421,G-Talk
TCP/UDP,2422,CRMSBITS
TCP/UDP,2423,RNRP
TCP/UDP,2424,KOFAX-SVR
TCP/UDP,2425,Fujitsu App Manager
TCP/UDP,2426,Appliant TCP
TCP/UDP,2427,Media Gateway Control Protocol Gateway
TCP/UDP,2428,One Way Trip Time
TCP/UDP,2429,FT-ROLE
TCP/UDP,2430,venus
TCP/UDP,2431,venus-se
TCP/UDP,2432,codasrv
TCP/UDP,2433,codasrv-se
TCP/UDP,2434,pxc-epmap
TCP/UDP,2435,OptiLogic
TCP/UDP,2436,TOP/X
TCP/UDP,2437,UniControl
TCP/UDP,2438,MSP
TCP/UDP,2439,SybaseDBSynch
TCP/UDP,2440,Spearway Lockers
TCP/UDP,2441,pvsw-inet
TCP/UDP,2442,Netangel
TCP/UDP,2443,PowerClient Central Storage Facility
TCP/UDP,2444,BT PP2 Sectrans
TCP/UDP,2445,DTN1
TCP/UDP,2446,bues_service
TCP/UDP,2447,OpenView NNM daemon
TCP/UDP,2448,hpppsvr
TCP/UDP,2449,RATL
TCP/UDP,2450,netadmin
TCP/UDP,2451,netchat
TCP/UDP,2452,SnifferClient
TCP/UDP,2453,madge-om
TCP/UDP,2454,IndX-DDS
TCP/UDP,2455,WAGO-IO-SYSTEM
TCP/UDP,2456,altav-remmgt
TCP/UDP,2457,Rapido_IP
TCP/UDP,2458,griffin
TCP/UDP,2459,Community
TCP/UDP,2460,ms-theater
TCP/UDP,2461,qadmifoper
TCP/UDP,2462,qadmifevent
TCP/UDP,2463,Symbios Raid
TCP/UDP,2464,DirecPC SI
TCP/UDP,2465,Load Balance Management
TCP/UDP,2466,Load Balance Forwarding
TCP/UDP,2467,High Criteria
TCP/UDP,2468,qip_msgd
TCP/UDP,2469,MTI-TCS-COMM
TCP/UDP,2470,taskman port
TCP/UDP,2471,SeaODBC
TCP/UDP,2472,C3
TCP/UDP,2473,Aker-cdp
TCP/UDP,2474,Vital Analysis
TCP/UDP,2475,ACE Server
TCP/UDP,2476,ACE Server Propagation
TCP/UDP,2477,SecurSight Certificate Valifation Service
TCP/UDP,2478,SecurSight Authentication Server (SLL)
TCP/UDP,2479,SecurSight Event Logging Server (SSL)
TCP/UDP,2480,Lingwood's Detail
TCP/UDP,2481,Oracle GIOP
TCP/UDP,2482,Oracle GIOP SSL
TCP/UDP,2483,Oracle TTC
TCP/UDP,2484,Oracle TTC SSL
TCP/UDP,2485,Net Objects1
TCP/UDP,2486,Net Objects2
TCP/UDP,2487,Policy Notice Service
TCP/UDP,2488,Moy Corporation
TCP/UDP,2489,TSILB
TCP/UDP,2490,qip_qdhcp
TCP/UDP,2491,Conclave CPP
TCP/UDP,2492,GROOVE
TCP/UDP,2493,Talarian MQS
TCP/UDP,2494,BMC AR
TCP/UDP,2495,Fast Remote Services
TCP/UDP,2496,DIRGIS
TCP/UDP,2497,Quad DB
TCP/UDP,2498,ODN-CasTraq
TCP/UDP,2499,UniControl
TCP/UDP,2500,Resource Tracking system server
TCP/UDP,2501,Resource Tracking system client
TCP/UDP,2502,Kentrox Protocol
TCP/UDP,2503,NMS-DPNSS
TCP/UDP,2504,WLBS
TCP/UDP,2505,torque-traffic
TCP/UDP,2506,jbroker
TCP/UDP,2507,spock
TCP/UDP,2508,JDataStore
TCP/UDP,2509,fjmpss
TCP/UDP,2510,fjappmgrbulk
TCP/UDP,2511,Metastorm
TCP/UDP,2512,Citrix IMA
TCP/UDP,2513,Citrix ADMIN
TCP/UDP,2514,Facsys NTP
TCP/UDP,2515,Facsys Router
TCP/UDP,2516,Main Control
TCP/UDP,2517,H.323 Annex E call signaling transport
TCP/UDP,2518,Willy
TCP/UDP,2519,globmsgsvc
TCP/UDP,2520,pvsw
TCP/UDP,2521,Adaptec Manager
TCP/UDP,2522,WinDb
TCP/UDP,2523,Qke LLC V.3
TCP/UDP,2524,Optiwave License Management
TCP/UDP,2525,MS V-Worlds
TCP/UDP,2526,EMA License Manager
TCP/UDP,2527,IQ Server
TCP/UDP,2528,NCR CCL
TCP/UDP,2529,UTS FTP
TCP/UDP,2530,VR Commerce
TCP/UDP,2531,ITO-E GUI
TCP/UDP,2532,OVTOPMD
TCP/UDP,2533,SnifferServer
TCP/UDP,2534,Combox Web Access
TCP/UDP,2535,W32.Beagle trojan / MADCAP
TCP/UDP,2536,btpp2audctr1
TCP/UDP,2537,Upgrade Protocol
TCP/UDP,2538,vnwk-prapi
TCP/UDP,2539,VSI Admin
TCP/UDP,2540,LonWorks
TCP/UDP,2541,LonWorks2
TCP/UDP,2542,daVinci
TCP/UDP,2543,REFTEK
TCP/UDP,2544,Novell ZEN
TCP/UDP,2545,sis-emt
TCP/UDP,2546,vytalvaultbrtp
TCP/UDP,2547,vytalvaultvsmp
TCP/UDP,2548,vytalvaultpipe
TCP/UDP,2549,IPASS
TCP/UDP,2550,ADS
TCP/UDP,2551,ISG UDA Server
TCP/UDP,2552,Call Logging
TCP/UDP,2553,efidiningport
TCP/UDP,2554,VCnet-Link v10
TCP/UDP,2555,Compaq WCP
TCP/UDP,2556,W32.Beagle.N trojan / MADCAP / nicetec-nmsvc
TCP/UDP,2557,nicetec-mgmt
TCP/UDP,2558,PCLE Multi Media
TCP/UDP,2559,LSTP
TCP/UDP,2560,labrat
TCP/UDP,2561,MosaixCC
TCP/UDP,2562,Delibo
TCP/UDP,2563,CTI Redwood
TCP,2564,HP 3000 NS/VT block mode telnet
TCP/UDP,2565,Coordinator Server
TCP/UDP,2566,pcs-pcw
TCP/UDP,2567,Cisco Line Protocol
TCP/UDP,2568,SPAM TRAP
TCP/UDP,2569,Sonus Call Signal
TCP/UDP,2570,HS Port
TCP/UDP,2571,CECSVC
TCP/UDP,2572,IBP
TCP/UDP,2573,Trust Establish
TCP/UDP,2574,Blockade BPSP
TCP/UDP,2575,HL7
TCP/UDP,2576,TCL Pro Debugger
TCP/UDP,2577,Scriptics Lsrvr
TCP/UDP,2578,RVS ISDN DCP
TCP/UDP,2579,mpfoncl
TCP/UDP,2580,Tributary
TCP/UDP,2581,ARGIS TE
TCP/UDP,2582,ARGIS DS
TCP/UDP,2583,MON / Wincrash2
TCP/UDP,2584,cyaserv
TCP/UDP,2585,NETX Server
TCP/UDP,2586,NETX Agent
TCP/UDP,2587,MASC
TCP/UDP,2588,Privilege
TCP/UDP,2589,quartus tcl
TCP/UDP,2590,idotdist
TCP/UDP,2591,Maytag Shuffle
TCP/UDP,2592,netrek
TCP/UDP,2593,MNS Mail Notice Service
TCP/UDP,2594,Data Base Server
TCP/UDP,2595,World Fusion 1
TCP/UDP,2596,World Fusion 2
TCP/UDP,2597,Homestead Glory
TCP/UDP,2598,Citrix MA Client
TCP/UDP,2599,Meridian Data
TCP/UDP,2600,HPSTGMGR
TCP/UDP,2601,discp client
TCP/UDP,2602,discp server
TCP/UDP,2603,Service Meter
TCP/UDP,2604,NSC CCS
TCP/UDP,2605,NSC POSA
TCP/UDP,2606,Dell Netmon
TCP/UDP,2607,Dell Connection
TCP/UDP,2608,Wag Service
TCP/UDP,2609,System Monitor
TCP/UDP,2610,VersaTek
TCP/UDP,2611,LIONHEAD
TCP/UDP,2612,Qpasa Agent
TCP/UDP,2613,SMNTUBootstrap
TCP/UDP,2614,Never Offline
TCP/UDP,2615,firepower
TCP/UDP,2616,appswitch-emp
TCP/UDP,2617,Clinical Context Managers
TCP/UDP,2618,Priority E-Com
TCP/UDP,2619,bruce
TCP/UDP,2620,LPSRecommender
TCP/UDP,2621,Miles Apart Jukebox Server
TCP/UDP,2622,MetricaDBC
TCP/UDP,2623,LMDP
TCP/UDP,2624,Aria
TCP/UDP,2625,Blwnkl Port
TCP/UDP,2626,gbjd816
TCP/UDP,2627,Moshe Beeri
TCP/UDP,2628,DICT
TCP/UDP,2629,Sitara Server
TCP/UDP,2630,Sitara Management
TCP/UDP,2631,Sitara Dir
TCP/UDP,2632,IRdg Post
TCP/UDP,2633,InterIntelli
TCP/UDP,2634,PK Electronics
TCP/UDP,2635,Back Burner
TCP/UDP,2636,Solve
TCP/UDP,2637,Import Document Service
TCP/UDP,2638,Sybase Anywhere
TCP/UDP,2639,AMInet
TCP/UDP,2640,Sabbagh Associates Licence Manager
TCP/UDP,2641,HDL Server
TCP/UDP,2642,Tragic
TCP/UDP,2643,GTE-SAMP
TCP/UDP,2644,Travsoft IPX Tunnel
TCP/UDP,2645,Novell IPX CMD
TCP/UDP,2646,AND Licence Manager
TCP/UDP,2647,SyncServer
TCP/UDP,2648,Upsnotifyprot
TCP/UDP,2649,VPSIPPORT
TCP/UDP,2650,eristwoguns
TCP/UDP,2651,EBInSite
TCP/UDP,2652,InterPathPanel
TCP/UDP,2653,Sonus
TCP/UDP,2654,Corel VNC Admin
TCP/UDP,2655,UNIX Nt Glue
TCP/UDP,2656,Kana
TCP/UDP,2657,SNS Dispatcher
TCP/UDP,2658,SNS Admin
TCP/UDP,2659,SNS Query
TCP/UDP,2660,GC Monitor
TCP/UDP,2661,OLHOST
TCP/UDP,2662,BinTec-CAPI
TCP/UDP,2663,BinTec-TAPI
TCP/UDP,2664,Command MQ GM
TCP/UDP,2665,Command MQ PM
TCP/UDP,2666,extensis
TCP/UDP,2667,Alarm Clock Server
TCP/UDP,2668,Alarm Clock Client
TCP/UDP,2669,TOAD
TCP/UDP,2670,TVE Announce
TCP/UDP,2671,newlixreg
TCP/UDP,2672,nhserver
TCP/UDP,2673,First Call 42
TCP/UDP,2674,ewnn
TCP/UDP,2675,TTC ETAP
TCP/UDP,2676,SIMSLink
TCP/UDP,2677,Gadget Gate 1 Way
TCP/UDP,2678,Gadget Gate 2 Way
TCP/UDP,2679,Sync Server SSL
TCP/UDP,2680,pxc-sapxom
TCP/UDP,2681,mpnjsomb
TCP/UDP,2682,SRSP
TCP/UDP,2683,NCDLoadBalance
TCP/UDP,2684,mpnjsosv
TCP/UDP,2685,mpnjsocl
TCP/UDP,2686,mpnjsomg
TCP/UDP,2687,pq-lic-mgmt
TCP/UDP,2688,md-cf-HTTP
TCP/UDP,2689,FastLynx
TCP/UDP,2690,HP NNM Embedded Database
TCP/UDP,2691,IT Internet
TCP/UDP,2692,Admins LMS
TCP/UDP,2693,belarc-HTTP
TCP/UDP,2694,pwrsevent
TCP/UDP,2695,VSPREAD
TCP/UDP,2696,Unify Admin
TCP/UDP,2697,Oce SNMP Trap Port
TCP/UDP,2698,MCK-IVPIP
TCP/UDP,2699,Csoft Plus Client
TCP/UDP,2700,tqdata
TCP/UDP,2701,SMS Remote Control (control)
TCP/UDP,2702,SMS Remote Control (data)
TCP/UDP,2703,SMS Remote Control (chat)
TCP/UDP,2704,SMS Remote File Transfer
TCP/UDP,2705,SDS Admin
TCP/UDP,2706,NCD Mirroring
TCP/UDP,2707,EMCSYMAPIPORT
TCP/UDP,2708,Banyan-Net
TCP/UDP,2709,Supermon
TCP/UDP,2710,SSO Service
TCP/UDP,2711,SSO Control
TCP/UDP,2712,Axapta Object Communication Protocol
TCP/UDP,2713,Raven1
TCP/UDP,2714,Raven2
TCP/UDP,2715,HPSTGMGR2
TCP/UDP,2716,Inova IP Disco
TCP/UDP,2717,PN REQUESTER
TCP/UDP,2718,PN REQUESTER 2
TCP/UDP,2719,Scan & Change
TCP/UDP,2720,wkars
TCP/UDP,2721,Smart Diagnose
TCP/UDP,2722,Proactive Server
TCP/UDP,2723,WatchDog NT
TCP/UDP,2724,qotps
TCP/UDP,2725,SQL Analysis Services / MSOLAP PTP2
TCP/UDP,2726,TAMS
TCP/UDP,2727,Media Gateway Control Protocol Call Agent
TCP/UDP,2728,SQDR
TCP/UDP,2729,TCIM Control
TCP/UDP,2730,NEC RaidPlus
TCP/UDP,2731,NetDragon Messanger
TCP/UDP,2732,G5M
TCP/UDP,2733,Signet CTF
TCP/UDP,2734,CCS Software
TCP/UDP,2735,Monitor Console
TCP/UDP,2736,RADWIZ NMS SRV
TCP/UDP,2737,SRP Feedback
TCP/UDP,2738,NDL TCP-OSI Gateway
TCP/UDP,2739,TN Timing
TCP/UDP,2740,Alarm
TCP/UDP,2741,TSB
TCP/UDP,2742,TSB2
TCP/UDP,2743,murx
TCP/UDP,2744,honyaku
TCP/UDP,2745,W32.Beagle.C trojan) / URBISNET
TCP/UDP,2746,CPUDPENCAP
TCP/UDP,2747,yk.fujitsu.co.jp
TCP/UDP,2748,yk.fujitsu.co.jp
TCP/UDP,2749,yk.fujitsu.co.jp
TCP/UDP,2750,yk.fujitsu.co.jp
TCP/UDP,2751,yk.fujitsu.co.jp
TCP/UDP,2752,RSISYS ACCESS
TCP/UDP,2753,de-spot
TCP/UDP,2754,APOLLO CC
TCP/UDP,2755,Express Pay
TCP/UDP,2756,simplement-tie
TCP/UDP,2757,CNRP
TCP/UDP,2758,APOLLO Status
TCP/UDP,2759,APOLLO GMS
TCP/UDP,2760,Saba MS
TCP/UDP,2761,DICOM ISCL
TCP/UDP,2762,DICOM TLS
TCP/UDP,2763,Desktop DNA
TCP/UDP,2764,Data Insurance
TCP/UDP,2765,qip-audup
TCP/UDP,2766,Compaq SCP
TCP/UDP,2767,UADTC
TCP/UDP,2768,UACS
TCP/UDP,2769,Single Point MVS
TCP/UDP,2770,Veronica
TCP/UDP,2771,Vergence CM
TCP/UDP,2772,auris
TCP/UDP,2773,PC Backup
TCP/UDP,2774,PC Backup
TCP/UDP,2775,SMMP
TCP/UDP,2776,Ridgeway Systems & Software
TCP/UDP,2777,Ridgeway Systems & Software
TCP/UDP,2778,Gwen-Sonya
TCP/UDP,2779,LBC Sync
TCP/UDP,2780,LBC Control
TCP/UDP,2781,whosells
TCP/UDP,2782,everydayrc
TCP/UDP,2783,AISES
TCP/UDP,2784,world wide web - development
TCP/UDP,2785,aic-np
TCP/UDP,2786,aic-oncrpc - Destiny MCD database
TCP/UDP,2787,piccolo - Cornerstone Software
TCP/UDP,2788,NetWare Loadable Module - Seagate Software
TCP/UDP,2789,Media Agent
TCP/UDP,2790,PLG Proxy
TCP/UDP,2791,MT Port Registrator
TCP/UDP,2792,f5-globalsite
TCP/UDP,2793,initlsmsad
TCP/UDP,2794,aaftp
TCP/UDP,2795,LiveStats
TCP/UDP,2796,ac-tech
TCP/UDP,2797,esp-encap
TCP/UDP,2798,TMESIS-UPShot
TCP/UDP,2799,ICON Discover
TCP/UDP,2800,ACC RAID
TCP/UDP,2801,IGCP
TCP/UDP,2802,Veritas TCP1
TCP/UDP,2803,btprjctrl
TCP/UDP,2804,Telexis VTU
TCP/UDP,2805,WTA WSP-S
TCP/UDP,2806,cspuni
TCP/UDP,2807,cspmulti
TCP/UDP,2808,J-LAN-P
TCP/UDP,2809,CORBA LOC
TCP/UDP,2810,Active Net Steward
TCP/UDP,2811,GSI FTP
TCP/UDP,2812,atmtcp
TCP/UDP,2813,llm-pass
TCP/UDP,2814,llm-csv
TCP/UDP,2815,LBC Measurement
TCP/UDP,2816,LBC Watchdog
TCP/UDP,2817,NMSig Port
TCP/UDP,2818,rmlnk
TCP/UDP,2819,FC Fault Notification
TCP/UDP,2820,UniVision
TCP/UDP,2821,vml_dms
TCP/UDP,2822,ka0wuc
TCP/UDP,2823,CQG Net/LAN
TCP/UDP,2826,slc systemlog
TCP/UDP,2827,slc ctrlrloops
TCP/UDP,2828,ITM License Manager
TCP/UDP,2829,silkp1
TCP/UDP,2830,silkp2
TCP/UDP,2831,silkp3
TCP/UDP,2832,silkp4
TCP/UDP,2833,glishd
TCP/UDP,2834,EVTP
TCP/UDP,2835,EVTP-DATA
TCP/UDP,2836,catalyst
TCP/UDP,2837,Repliweb
TCP/UDP,2838,Starbot
TCP/UDP,2839,NMSigPort
TCP/UDP,2840,l3-exprt
TCP/UDP,2841,l3-ranger
TCP/UDP,2842,l3-hawk
TCP/UDP,2843,PDnet
TCP/UDP,2844,BPCP POLL
TCP/UDP,2845,BPCP TRAP
TCP/UDP,2846,AIMPP Hello
TCP/UDP,2847,AIMPP Port Req
TCP/UDP,2848,AMT-BLC-PORT
TCP/UDP,2849,FXP
TCP/UDP,2850,MetaConsole
TCP/UDP,2851,webemshttp
TCP/UDP,2852,bears-01
TCP/UDP,2853,ISPipes
TCP/UDP,2854,InfoMover
TCP/UDP,2856,cesdinv
TCP/UDP,2857,SimCtIP
TCP/UDP,2858,ECNP
TCP/UDP,2859,Active Memory
TCP/UDP,2860,Dialpad Voice 1
TCP/UDP,2861,Dialpad Voice 2
TCP/UDP,2862,TTG Protocol
TCP/UDP,2863,Sonar Data
TCP/UDP,2864,main 5001 cmd
TCP/UDP,2865,pit-vpn
TCP/UDP,2866,lwlistener
TCP/UDP,2867,esps-portal
TCP/UDP,2868,NPEP Messaging
TCP/UDP,2869,SSDP event notification / ICSLAP
TCP/UDP,2870,daishi
TCP/UDP,2871,MSI Select Play
TCP/UDP,2872,CONTRACT
TCP/UDP,2873,PASPAR2 ZoomIn
TCP/UDP,2874,dxmessagebase1
TCP/UDP,2875,dxmessagebase2
TCP/UDP,2876,SPS Tunnel
TCP/UDP,2877,BLUELANCE
TCP/UDP,2878,AAP
TCP/UDP,2879,ucentric-ds
TCP/UDP,2880,synapse
TCP/UDP,2881,NDSP
TCP/UDP,2882,NDTP
TCP/UDP,2883,NDNP
TCP/UDP,2884,Flash Msg
TCP/UDP,2885,TopFlow
TCP/UDP,2886,RESPONSELOGIC
TCP/UDP,2887,aironet
TCP/UDP,2888,SPCSDLOBBY
TCP/UDP,2889,RSOM
TCP/UDP,2890,CSPCLMULTI
TCP/UDP,2891,CINEGRFX-ELMD License Manager
TCP/UDP,2892,SNIFFERDATA
TCP/UDP,2893,VSECONNECTOR
TCP/UDP,2894,ABACUS-REMOTE
TCP/UDP,2895,NATUS LINK
TCP/UDP,2896,ECOVISIONG6-1
TCP/UDP,2897,Citrix RTMP
TCP/UDP,2898,APPLIANCE-CFG
TCP/UDP,2899,case.nm.fujitsu.co.jp
TCP/UDP,2900,magisoft.com
TCP/UDP,2901,ALLSTORCNS
TCP/UDP,2902,NET ASPI
TCP/UDP,2903,SUITCASE
TCP/UDP,2904,M2UA
TCP/UDP,2905,M3UA
TCP/UDP,2906,CALLER9
TCP/UDP,2907,WEBMETHODS B2B
TCP/UDP,2908,mao
TCP/UDP,2909,Funk Dialout
TCP/UDP,2910,TDAccess
TCP/UDP,2911,Blockade
TCP/UDP,2912,Epicon
TCP/UDP,2913,Booster Ware
TCP/UDP,2914,Game Lobby
TCP/UDP,2915,TK Socket
TCP/UDP,2916,Elvin Server
TCP/UDP,2917,Elvin Client
TCP/UDP,2918,Kasten Chase Pad
TCP/UDP,2919,ROBOER
TCP/UDP,2920,ROBOEDA
TCP/UDP,2921,CESD Contents Delivery Management
TCP/UDP,2922,CESD Contents Delivery Data Transfer
TCP/UDP,2923,WTA-WSP-WTP-S
TCP/UDP,2924,PRECISE-VIP
TCP/UDP,2925,Firewall Redundancy Protocol
TCP/UDP,2926,MOBILE-FILE-DL
